year,population,murder,rape,robbery,Aggravated Assault,Breaking & Entering,larceny_theft,Motor Vehicle Theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people
2014,898019,56,206,1846,2020,4767,17498,4278,30671,4128,13.5,26543,86.5,3415.4,459.7,2955.7,6.2,22.9,205.6,224.9,530.8,1948.5,476.4
1977,24810,1,4,1,24,189,234,23,476,30,6.3,446,93.7,1918.6,120.9,1797.7,4.0,16.1,4.0,96.7,761.8,943.2,92.7
2007,48779,1,28,55,206,409,1788,80,2567,290,11.3,2277,88.7,5262.5,594.5,4668.0,2.1,57.4,112.8,422.3,838.5,3665.5,164.0
2020,581937,26,148,357,1286,1053,6937,626,10433,1817,17.4,8616,82.6,1792.8,312.2,1480.6,4.5,25.4,61.3,221.0,180.9,1192.1,107.6
1998,86374,5,25,47,203,504,1575,79,2438,280,11.5,2158,88.5,2822.6,324.2,2498.4,5.8,28.9,54.4,235.0,583.5,1823.5,91.5
1987,160945,9,35,115,533,1283,3265,380,5620,692,12.3,4928,87.7,3491.9,430.0,3061.9,5.6,21.7,71.5,331.2,797.2,2028.6,236.1
2015,911524,78,278,1704,2079,3667,15149,3431,26386,4139,15.7,22247,84.3,2894.7,454.1,2440.6,8.6,30.5,186.9,228.1,402.3,1661.9,376.4
1986,24223,1,13,16,80,222,311,34,677,110,16.2,567,83.8,2794.9,454.1,2340.8,4.1,53.7,66.1,330.3,916.5,1283.9,140.4
1988,76500,4,19,16,124,448,1439,81,2131,163,7.6,1968,92.4,2785.6,213.1,2572.5,5.2,24.8,20.9,162.1,585.6,1881.0,105.9
2014,167966,2,19,42,304,536,1641,49,2593,367,14.2,2226,85.8,1543.8,218.5,1325.3,1.2,11.3,25.0,181.0,319.1,977.0,29.2
1977,103425,3,41,114,340,1072,3087,462,5119,498,9.7,4621,90.3,4949.5,481.5,4468.0,2.9,39.6,110.2,328.7,1036.5,2984.8,446.7
1994,107983,3,22,129,451,831,3006,435,4877,605,12.4,4272,87.6,4516.5,560.3,3956.2,2.8,20.4,119.5,417.7,769.6,2783.8,402.8
2003,777463,31,210,1611,4356,5425,19401,3341,34375,6208,18.1,28167,81.9,4421.4,798.5,3622.9,4.0,27.0,207.2,560.3,697.8,2495.4,429.7
1987,19610,3,10,4,79,311,287,29,723,96,13.3,627,86.7,3686.9,489.5,3197.3,15.3,51.0,20.4,402.9,1585.9,1463.5,147.9
1995,74394,1,16,18,372,387,1487,71,2352,407,17.3,1945,82.7,3161.5,547.1,2614.5,1.3,21.5,24.2,500.0,520.2,1998.8,95.4
1977,16200,0,1,4,17,120,221,26,389,22,5.7,367,94.3,2401.2,135.8,2265.4,0.0,6.2,24.7,104.9,740.7,1364.2,160.5
1978,20016,1,4,2,46,178,296,33,560,53,9.5,507,90.5,2797.8,264.8,2533.0,5.0,20.0,10.0,229.8,889.3,1478.8,164.9
1985,152381,2,47,73,425,1314,2627,294,4782,547,11.4,4235,88.6,3138.2,359.0,2779.2,1.3,30.8,47.9,278.9,862.3,1724.0,192.9
1994,37973,2,13,31,193,459,2029,121,2848,239,8.4,2609,91.6,7500.1,629.4,6870.7,5.3,34.2,81.6,508.3,1208.8,5343.3,318.6
2017,19642,1,4,8,16,63,117,6,215,29,13.5,186,86.5,1094.6,147.6,947.0,5.1,20.4,40.7,81.5,320.7,595.7,30.5
2012,38392,0,13,18,58,242,610,18,959,89,9.3,870,90.7,2497.9,231.8,2266.1,0.0,33.9,46.9,151.1,630.3,1588.9,46.9
1980,34308,3,11,9,129,382,660,37,1231,152,12.3,1079,87.7,3588.1,443.0,3145.0,8.7,32.1,26.2,376.0,1113.4,1923.7,107.8
1984,113834,5,12,64,195,666,1738,119,2799,276,9.9,2523,90.1,2458.8,242.5,2216.4,4.4,10.5,56.2,171.3,585.1,1526.8,104.5
1984,605398,14,146,636,845,5112,15899,1601,24253,1641,6.8,22612,93.2,4006.1,271.1,3735.1,2.3,24.1,105.1,139.6,844.4,2626.2,264.5
1979,25939,2,5,9,25,198,338,21,598,41,6.9,557,93.1,2305.4,158.1,2147.3,7.7,19.3,34.7,96.4,763.3,1303.1,81.0
1999,43096,2,13,44,217,420,1844,120,2660,276,10.4,2384,89.6,6172.3,640.4,5531.8,4.6,30.2,102.1,503.5,974.6,4278.8,278.4
1989,141882,5,33,117,587,789,2745,248,4524,742,16.4,3782,83.6,3188.6,523.0,2665.6,3.5,23.3,82.5,413.7,556.1,1934.7,174.8
2003,25793,2,7,18,109,217,459,39,851,136,16.0,715,84.0,3299.3,527.3,2772.1,7.8,27.1,69.8,422.6,841.3,1779.6,151.2
1986,693240,52,429,2441,3329,10028,21782,7324,45385,6251,13.8,39134,86.2,6546.8,901.7,5645.1,7.5,61.9,352.1,480.2,1446.5,3142.1,1056.5
1997,29215,0,12,15,142,252,565,39,1025,169,16.5,856,83.5,3508.5,578.5,2930.0,0.0,41.1,51.3,486.1,862.6,1933.9,133.5
1996,74833,2,15,13,299,450,1681,81,2541,329,12.9,2212,87.1,3395.6,439.6,2955.9,2.7,20.0,17.4,399.6,601.3,2246.3,108.2
2020,31742,3,7,35,162,131,579,65,982,207,21.1,775,78.9,3093.7,652.1,2441.6,9.5,22.1,110.3,510.4,412.7,1824.1,204.8
1975,79066,2,14,18,131,517,1182,88,1952,165,8.5,1787,91.5,2468.8,208.7,2260.1,2.5,17.7,22.8,165.7,653.9,1495.0,111.3
2010,36717,2,7,18,54,175,680,22,958,81,8.5,877,91.5,2609.1,220.6,2388.5,5.4,19.1,49.0,147.1,476.6,1852.0,59.9
1992,103829,7,24,119,490,724,3304,408,5076,640,12.6,4436,87.4,4888.8,616.4,4272.4,6.7,23.1,114.6,471.9,697.3,3182.2,393.0
1998,39408,2,11,12,82,255,660,81,1103,107,9.7,996,90.3,2798.9,271.5,2527.4,5.1,27.9,30.5,208.1,647.1,1674.8,205.5
1996,78048,2,13,37,321,587,1444,140,2544,373,14.7,2171,85.3,3259.5,477.9,2781.6,2.6,16.7,47.4,411.3,752.1,1850.1,179.4
2008,826094,122,250,3765,3263,8209,25916,9743,51268,7400,14.4,43868,85.6,6206.1,895.8,5310.3,14.8,30.3,455.8,395.0,993.7,3137.2,1179.4
2013,622671,233,298,3755,4471,7440,19329,4462,39988,8757,21.9,31231,78.1,6422.0,1406.4,5015.7,37.4,47.9,603.0,718.0,1194.9,3104.2,716.6
2018,25635,1,9,15,80,99,218,10,432,105,24.3,327,75.7,1685.2,409.6,1275.6,3.9,35.1,58.5,312.1,386.2,850.4,39.0
2016,566105,25,154,558,1575,1979,10025,622,14938,2312,15.5,12626,84.5,2638.7,408.4,2230.3,4.4,27.2,98.6,278.2,349.6,1770.9,109.9
1983,61713,1,13,23,236,535,1277,146,2231,273,12.2,1958,87.8,3615.1,442.4,3172.8,1.6,21.1,37.3,382.4,866.9,2069.3,236.6
1981,115420,4,15,76,345,1285,2790,181,4696,440,9.4,4256,90.6,4068.6,381.2,3687.4,3.5,13.0,65.8,298.9,1113.3,2417.3,156.8
2004,634279,276,182,4085,7199,8022,21819,6731,48314,11742,24.3,36572,75.7,7617.2,1851.2,5765.9,43.5,28.7,644.0,1135.0,1264.7,3440.0,1061.2
2007,92169,5,42,230,533,1070,2746,191,4817,810,16.8,4007,83.2,5226.3,878.8,4347.4,5.4,45.6,249.5,578.3,1160.9,2979.3,207.2
2012,52011,1,16,31,138,432,1751,33,2402,186,7.7,2216,92.3,4618.3,357.6,4260.6,1.9,30.8,59.6,265.3,830.6,3366.6,63.4
2007,25722,0,6,21,95,202,506,29,859,122,14.2,737,85.8,3339.6,474.3,2865.3,0.0,23.3,81.6,369.3,785.3,1967.2,112.7
